HT23
     1.000013    0.001041
     0.993330    0.001400
     0.981297    0.002057
     0.966759    0.002850
     0.950143    0.003764
     0.932194    0.004762
     0.913554    0.005798
     0.894602    0.006866
     0.875511    0.007946
     0.856358    0.009031
     0.837176    0.010116
     0.817981    0.011207
     0.798779    0.012298
     0.779575    0.013395
     0.760387    0.014490
     0.741199    0.015592
     0.722050    0.016699
     0.702899    0.017805
     0.683777    0.018923
     0.664663    0.020042
     0.645549    0.021169
     0.626465    0.022303
     0.607368    0.023452
     0.588297    0.024613
     0.569229    0.025789
     0.550164    0.026978
     0.531123    0.028173
     0.512073    0.029372
     0.493081    0.030568
     0.474020    0.031761
     0.454927    0.032946
     0.435930    0.034112
     0.416976    0.035254
     0.398196    0.036360
     0.379553    0.037425
     0.364932    0.038231
     0.355753    0.038721
     0.342226    0.039418
     0.322550    0.040368
     0.302367    0.041245
     0.282830    0.041979
     0.264035    0.042557
     0.245551    0.042980
     0.227208    0.043233
     0.209044    0.043294
     0.191076    0.043139
     0.173411    0.042749
     0.156090    0.042105
     0.139358    0.041202
     0.123371    0.040040
     0.108312    0.038633
     0.094349    0.037010
     0.081733    0.035230
     0.070571    0.033362
     0.060866    0.031471
     0.052509    0.029606
     0.045368    0.027807
     0.039247    0.026086
     0.033954    0.024440
     0.029318    0.022854
     0.025198    0.021307
     0.021478    0.019785
     0.018002    0.018219
     0.014628    0.016518
     0.011295    0.014589
     0.008073    0.012378
     0.005183    0.009914
     0.002782    0.007204
     0.000976    0.004168
     0.000072    0.001086
     0.000000    0.000000
     0.000130   -0.001368
     0.000766   -0.003131
     0.001556   -0.004268
     0.002293   -0.005026
     0.003307   -0.005829
     0.004762   -0.006736
     0.006592   -0.007656
     0.008703   -0.008544
     0.011042   -0.009388
     0.013681   -0.010216
     0.016760   -0.011059
     0.020407   -0.011933
     0.024703   -0.012834
     0.029733   -0.013750
     0.035539   -0.014668
     0.042186   -0.015578
     0.049776   -0.016471
     0.058457   -0.017344
     0.068374   -0.018185
     0.079706   -0.018982
     0.092510   -0.019711
     0.106739   -0.020351
     0.122111   -0.020878
     0.138375   -0.021282
     0.155243   -0.021566
     0.172587   -0.021738
     0.190252   -0.021811
     0.208211   -0.021795
     0.226364   -0.021704
     0.244744   -0.021547
     0.263506   -0.021339
     0.282800   -0.021080
     0.302831   -0.020767
     0.323757   -0.020398
     0.346109   -0.019962
     0.357456   -0.019726
     0.371368   -0.019424
     0.387020   -0.019070
     0.404566   -0.018654
     0.422199   -0.018219
     0.440148   -0.017761
     0.458343   -0.017282
     0.476758   -0.016786
     0.495345   -0.016274
     0.513975   -0.015755
     0.532605   -0.015228
     0.551227   -0.014695
     0.569832   -0.014156
     0.588454   -0.013610
     0.607140   -0.013053
     0.625909   -0.012488
     0.644822   -0.011912
     0.663939   -0.011329
     0.683165   -0.010738
     0.702394   -0.010138
     0.721621   -0.009536
     0.740849   -0.008939
     0.760077   -0.008337
     0.779305   -0.007742
     0.798532   -0.007145
     0.817756   -0.006551
     0.836972   -0.005952
     0.856175   -0.005360
     0.875350   -0.004764
     0.894463   -0.004176
     0.913435   -0.003596
     0.932096   -0.003031
     0.950064   -0.002497
     0.966698   -0.002009
     0.981250   -0.001579
     0.993298   -0.001235
     0.999987   -0.001041
